2,223,12,4,SINGLEPOINT
3,223,14,4,SINGLEPOINT
4,224,0,4,SINGLEPOINT
5,224,2,4,SINGLEPOINT
6,224,4,4,SINGLEPOINT
7,224,6,4,SINGLEPOINT
8,224,8,4,SINGLEPOINT
9,224,10,4,SINGLEPOINT
10,224,12,4,SINGLEPOINT
11,224,14,4,SINGLEPOINT
12,225,0,4,SINGLEPOINT
13,225,2,4,SINGLEPOINT
14,225,4,4,SINGLEPOINT
15,225,6,4,SINGLEPOINT
16,225,8,4,SINGLEPOINT
17,242,10,4,SINGLEPOINT
18,242,12,4,SINGLEPOINT
19,242,14,4,SINGLEPOINT
20,243,0,4,SINGLEPOINT
21,243,2,4,SINGLEPOINT
22,243,4,4,SINGLEPOINT
23,243,6,4,SINGLEPOINT
24,243,8,4,SINGLEPOINT
25,244,0,4,SINGLEPOINT
26,241,14,4,SINGLEPOINT
27,242,0,4,SINGLEPOINT
28,242,2,4,SINGLEPOINT
29,242,4,4,SINGLEPOINT
30,242,6,4,SINGLEPOINT
31,242,8,4,SINGLEPOINT
32,243,10,4,SINGLEPOINT
33,243,12,4,SINGLEPOINT
34,243,14,4,SINGLEPOINT
36,1147,0,4,SINGLEPOINT
37,9987,2,4,SINGLEPOINT
38,1147,2,4,SINGLEPOINT
39,1147,4,4,SINGLEPOINT
40,9987,4,4,SINGLEPOINT
41,1147,6,4,SINGLEPOINT
42,9967,4,4,SINGLEPOINT
43,1147,8,4,SINGLEPOINT
44,1147,10,4,SINGLEPOINT
45,9984,10,4,SINGLEPOINT
46,1147,12,4,SINGLEPOINT
47,9984,12,4,SINGLEPOINT
48,1147,14,4,SINGLEPOINT
49,9985,10,4,SINGLEPOINT
50,9985,12,4,SINGLEPOINT
51,9985,14,4,SINGLEPOINT
52,9986,0,4,SINGLEPOINT
53,9986,2,4,SINGLEPOINT
54,9986,4,4,SINGLEPOINT
55,9986,6,4,SINGLEPOINT
56,9986,8,4,SINGLEPOINT
57,9987,0,4,SINGLEPOINT
58,9984,14,4,SINGLEPOINT
59,9985,0,4,SINGLEPOINT
60,9985,2,4,SINGLEPOINT
61,9985,4,4,SINGLEPOINT
62,9985,6,4,SINGLEPOINT
63,9985,8,4,SINGLEPOINT
64,9986,10,4,SINGLEPOINT
65,9986,12,4,SINGLEPOINT
66,9986,14,4,SINGLEPOINT
68,1448,0,3,SINGLEPOINT
69,1448,2,3,SINGLEPOINT
70,1448,4,3,SINGLEPOINT
71,1448,6,3,SINGLEPOINT
72,1448,8,3,SINGLEPOINT
73,1448,10,3,SINGLEPOINT
74,1448,12,3,SINGLEPOINT
75,1448,14,3,SINGLEPOINT
76,1449,0,3,SINGLEPOINT
77,1449,2,3,SINGLEPOINT
78,1449,4,3,SINGLEPOINT
79,1449,6,3,SINGLEPOINT
80,1449,8,3,SINGLEPOINT
81,1450,6,3,SINGLEPOINT
82,1450,8,3,SINGLEPOINT
83,1450,10,3,SINGLEPOINT
84,1450,12,3,SINGLEPOINT
85,1450,14,3,SINGLEPOINT
86,1451,0,3,SINGLEPOINT
87,1451,2,3,SINGLEPOINT
88,1451,4,3,SINGLEPOINT
89,1451,10,3,SINGLEPOINT
90,1451,12,3,SINGLEPOINT
91,1449,10,3,SINGLEPOINT
92,1449,12,3,SINGLEPOINT
93,1449,14,3,SINGLEPOINT
94,1450,0,3,SINGLEPOINT
95,1450,2,3,SINGLEPOINT
96,1450,4,3,SINGLEPOINT
97,1451,6,3,SINGLEPOINT
98,1451,8,3,SINGLEPOINT
131,4798,6,2,SINGLEPOINT
132,4794,14,2,SINGLEPOINT
133,4794,6,2,SINGLEPOINT
134,4795,0,2,SINGLEPOINT
135,4794,8,2,SINGLEPOINT
136,4794,4,2,SINGLEPOINT
137,4798,0,2,SINGLEPOINT
140,4794,10,2,SINGLEPOINT
141,4794,12,2,SINGLEPOINT
143,4798,8,2,SINGLEPOINT
144,4795,12,2,SINGLEPOINT
145,4795,4,2,SINGLEPOINT
146,4795,14,2,SINGLEPOINT
147,4795,6,2,SINGLEPOINT
148,4795,2,2,SINGLEPOINT
149,4798,2,2,SINGLEPOINT
152,4795,8,2,SINGLEPOINT
153,4795,10,2,SINGLEPOINT
155,4798,4,2,SINGLEPOINT
180,4798,14,2,SINGLEPOINT
181,4801,14,2,SINGLEPOINT
182,4801,6,2,SINGLEPOINT
183,4802,0,2,SINGLEPOINT
184,4801,8,2,SINGLEPOINT
185,4801,4,2,SINGLEPOINT
186,4799,4,2,SINGLEPOINT
189,4801,10,2,SINGLEPOINT
190,4801,12,2,SINGLEPOINT
192,4799,0,2,SINGLEPOINT
193,4802,12,2,SINGLEPOINT
194,4802,4,2,SINGLEPOINT
195,4802,14,2,SINGLEPOINT
196,4802,6,2,SINGLEPOINT
197,4802,2,2,SINGLEPOINT
198,4799,6,2,SINGLEPOINT
201,4802,8,2,SINGLEPOINT
202,4802,10,2,SINGLEPOINT
204,4799,2,2,SINGLEPOINT
228,186,15,1,SINGLEPOINT
229,187,3,1,SINGLEPOINT
230,187,1,1,SINGLEPOINT
231,187,5,1,SINGLEPOINT
232,189,3,1,SINGLEPOINT
252,167,9,1,SINGLEPOINT
253,167,13,1,SINGLEPOINT
254,167,11,1,SINGLEPOINT
255,167,15,1,SINGLEPOINT
256,169,9,1,SINGLEPOINT
276,192,0,1,SINGLEPOINT
277,192,2,1,SINGLEPOINT
278,192,1,1,SINGLEPOINT
279,192,4,1,SINGLEPOINT
280,193,2,1,SINGLEPOINT
